D1,11.43,97.79,270.00,1N4148W,SOD3715X135
R1,41.91,110.49,270.00,330,RESC1608X60
R3,11.43,46.99,90.00,10M,RESC6332X71
R4,11.43,72.39,90.00,10M,RESC6332X71
U1,49.53,106.68,270.00,AQY212GHAX,SOP254P962X315-4N
